"","X","obs","Y"
"1",0.001,1,0.830399045818743
"2",0.002,2,0.269338368150496
"3",0.003,3,0.51012286050137
"4",0.004,4,0.0901678247187027
"5",0.005,5,1.23543529226236
"6",0.006,6,0.224921054404335
"7",0.007,7,1.44907591354387
"8",0.008,8,0.076654586507383
"9",0.009,9,0.851530347666956
"10",0.01,10,0.276733913930505
"11",0.011,11,0.123187584720847
"12",0.012,12,0.953717740954911
"13",0.013,13,0.185184440064028
"14",0.014,14,1.6289254811895
"15",0.015,15,1.0228140915445
"16",0.016,16,0.182428785930765
"17",0.017,17,1.54186379351902
"18",0.018,18,4.11556673551838
"19",0.019,19,0.106822363365539
"20",0.02,20,0.98862962803794
"21",0.021,21,0.924955150393607
"22",0.022,22,1.96251812086528
"23",0.023,23,0.667416752041201
"24",0.024,24,0.163319916727066
"25",0.025,25,3.72560362780953
"26",0.026,26,1.18912569726682
"27",0.027,27,0.762062003481007
"28",0.028,28,0.391306208559052
"29",0.029,29,0.326387608287787
"30",0.03,30,2.87153698343638
"31",0.031,31,1.18369869903724
"32",0.032,32,0.142327183804763
"33",0.033,33,0.19333826734106
"34",0.034,34,1.1295387017213
"35",0.035,35,0.146529251691173
"36",0.036,36,3.63408578300715
"37",0.037,37,0.0558968086819493
"38",0.038,38,3.55888392687347
"39",0.039,39,0.795933395207059
"40",0.04,40,0.0885488976386578
"41",0.041,41,1.02266938285972
"42",0.042,42,1.23877561461955
"43",0.043,43,0.207871918705825
"44",0.044,44,1.71807357154419
"45",0.045,45,2.55510423650872
"46",0.046,46,0.922490913524228
"47",0.047,47,0.388037261326675
"48",0.048,48,0.735030735459583
"49",0.049,49,1.14327173171446
"50",0.05,50,0.429975047265073
"51",0.051,51,0.796933469158015
"52",0.052,52,2.41764995286177
"53",0.053,53,0.354691240080663
"54",0.054,54,0.225257771837752
"55",0.055,55,0.277613096132149
"56",0.056,56,1.33764484640232
"57",0.057,57,0.250363997775037
"58",0.058,58,0.0670474746884017
"59",0.059,59,0.834856060019475
"60",0.06,60,0.228623266747045
"61",0.061,61,1.81954139943266
"62",0.062,62,0.458714302155829
"63",0.063,63,0.233062675384097
"64",0.064,64,0.78388782875419
"65",0.065,65,1.36645341013871
"66",0.066,66,0.492810859584875
"67",0.067,67,2.4326715858709
"68",0.068,68,0.871027444367019
"69",0.069,69,3.12635339878261
"70",0.07,70,0.510762492006248
"71",0.071,71,1.55551615914697
"72",0.072,72,1.07711390141767
"73",0.073,73,0.450233855187903
"74",0.074,74,1.65303145313946
"75",0.075,75,1.4306945763124
"76",0.076,76,1.54244315684384
"77",0.077,77,1.60593847848054
"78",0.078,78,2.02295119556959
"79",0.079,79,1.24419161010998
"80",0.08,80,1.5650572148782
"81",0.081,81,3.58415023152204
"82",0.082,82,0.755705208816262
"83",0.083,83,0.360422161213869
"84",0.084,84,0.893272920492747
"85",0.085,85,3.29768401512611
"86",0.086,86,0.257074913250541
"87",0.087,87,0.977726619771235
"88",0.088,88,0.493536380126972
"89",0.089,89,1.12170792311364
"90",0.09,90,0.62617286667545
"91",0.091,91,0.225127164067642
"92",0.092,92,2.2451701364534
"93",0.093,93,0.244279080085794
"94",0.094,94,0.763889828137327
"95",0.095,95,2.41924768357095
"96",0.096,96,0.385746777273863
"97",0.097,97,0.830108425111963
"98",0.098,98,0.363196267943537
"99",0.099,99,1.33047192911472
"100",0.1,100,0.230298107399616
"101",0.101,101,0.11575577298874
"102",0.102,102,0.923708473960523
"103",0.103,103,0.186060971054806
"104",0.104,104,3.35728292975265
"105",0.105,105,1.28510720921491
"106",0.106,106,1.76275094355953
