"","X","obs","Y"
"1",0.001,1,0.0155948972719886
"2",0.002,2,-0.012455037830942
"3",0.003,3,0.0691257834044122
"4",0.004,4,-0.00232299734494227
"5",0.005,5,-0.0404586009574568
"6",0.006,6,0.0243820749355862
"7",0.007,7,0.0843894366519008
"8",0.008,8,-0.0653797397320261
"9",0.009,9,0.00641483333064281
"10",0.01,10,-0.0497044920589659
"11",0.011,11,0.0610716461300947
"12",0.012,12,-0.0671085079017619
"13",0.013,13,-0.0325405181233416
"14",0.014,14,0.0870480974508286
"15",0.015,15,0.0206891764974783
"16",0.016,16,0.0876896952119387
"17",0.017,17,0.0337242754201401
"18",0.018,18,-0.0314438133128754
"19",0.019,19,-0.0177454723611701
"20",0.02,20,0.0267378049046215
"21",0.021,21,-0.0610334720153805
"22",0.022,22,-0.0153801322938245
"23",0.023,23,0.0596625028911542
"24",0.024,24,-0.0433098040730805
"25",0.025,25,0.0318378052204257
"26",0.026,26,-0.0170182429540942
"27",0.027,27,-0.0130643819597317
"28",0.028,28,-0.0152623026937507
"29",0.029,29,-0.077680619412467
"30",0.03,30,0.0296696283778309
"31",0.031,31,-0.0595744090190549
"32",0.032,32,-0.0276818447814295
"33",0.033,33,-0.0201348453756609
"34",0.034,34,-0.00116601224408341
"35",0.035,35,-0.110580010748648
"36",0.036,36,0.0675403622354409
"37",0.037,37,-0.0541570943841955
"38",0.038,38,0.0824217057191639
"39",0.039,39,0.0167739862556404
"40",0.04,40,0.035493458897024
"41",0.041,41,-0.0720879089526128
"42",0.042,42,-0.00491520523428801
"43",0.043,43,-0.0138628153605028
"44",0.044,44,-0.0894468459110841
"45",0.045,45,-0.0258181473967027
"46",0.046,46,0.0725699644690904
"47",0.047,47,-0.0254173350376792
"48",0.048,48,-0.0284248542239395
"49",0.049,49,0.0401862746521895
"50",0.05,50,0.0122891428092021
"51",0.051,51,0.0259242661692133
"52",0.052,52,0.00233969110972464
"53",0.053,53,0.00484436941658956
"54",0.054,54,0.0251577607218189
"55",0.055,55,0.000773095304611367
"56",0.056,56,-0.0197896266753978
"57",0.057,57,0.128593997190143
"58",0.058,58,0.0149223252830593
"59",0.059,59,0.0545583071514412
"60",0.06,60,-0.0435045098929572
"61",0.061,61,0.0427557486180875
"62",0.062,62,-0.0502680800731691
"63",0.063,63,0.0258168729861011
"64",0.064,64,-0.102595167901884
"65",0.065,65,0.0329268596705139
"66",0.066,66,0.040992785340269
"67",0.067,67,-0.0278613760675403
"68",0.068,68,-0.00548618111516919
"69",0.069,69,0.0250037866951417
"70",0.07,70,0.0632474834071411
"71",0.071,71,0.0393946933818113
"72",0.072,72,0.00702772747670803
"73",0.073,73,0.0870978960472513
"74",0.074,74,0.0905659209563987
"75",0.075,75,0.0665477705120597
"76",0.076,76,0.039280473523486
"77",0.077,77,0.0160202799935633
"78",0.078,78,0.022891717302702
"79",0.079,79,0.00570954993092925
"80",0.08,80,-0.0317174755301975
"81",0.081,81,-0.0375551514768838
"82",0.082,82,0.0147572447358694
"83",0.083,83,-0.039322288431658
"84",0.084,84,0.0309168724218199
"85",0.085,85,0.00193314555172667
"86",0.086,86,0.00326156637314141
"87",0.087,87,-0.036388872899491
"88",0.088,88,0.0121789433295827
"89",0.089,89,0.0701930942054436
"90",0.09,90,-0.0593710211549894
"91",0.091,91,-0.0170954427021495
"92",0.092,92,-0.00317593303444156
"93",0.093,93,0.0976018056094286
"94",0.094,94,-0.037607823400735
"95",0.095,95,0.0344972842451364
"96",0.096,96,-0.00215495611328514
"97",0.097,97,0.00113742910482987
"98",0.098,98,0.0186080744219082
"99",0.099,99,0.0939404922954271
"100",0.1,100,-0.0173960741592074
"101",0.101,101,0.0332917608991507
"102",0.102,102,-0.0200811305421266
"103",0.103,103,0.0318195206382673
"104",0.104,104,-0.0495388059659959
"105",0.105,105,0.124939807080727
"106",0.106,106,0.0311899994326305
"107",0.107,107,0.0550750162689322
"108",0.108,108,-0.0286701880002405
"109",0.109,109,-0.0130143564042799
"110",0.11,110,-0.0444183697295965
"111",0.111,111,-0.00140714838352273
"112",0.112,112,0.146904567758083
"113",0.113,113,0.00458056070781646
"114",0.114,114,0.0932372726140081
"115",0.115,115,-0.0174375662860135
"116",0.116,116,0.0102541792153883
"117",0.117,117,0.0493834442924803
"118",0.118,118,0.0328769762154635
"119",0.119,119,-0.0197251281779916
"120",0.12,120,0.0839391457610826
"121",0.121,121,0.0196936657167357
"122",0.122,122,0.0386304166199786
"123",0.123,123,-0.0048869820763426
"124",0.124,124,0.0876775828036096
"125",0.125,125,0.0154170182182018
"126",0.126,126,-0.0160430438846981
"127",0.127,127,0.0337803831464404
"128",0.128,128,-0.00668513508984099
"129",0.129,129,0.0749824440579029
"130",0.13,130,0.0205212957593363
"131",0.131,131,0.0784228028838469
"132",0.132,132,0.00993223775895735
"133",0.133,133,-0.0248578464200338
"134",0.134,134,0.0247613786597834
"135",0.135,135,0.0562783643388439
"136",0.136,136,-0.0204797787796049
"137",0.137,137,0.0253090828018948
"138",0.138,138,0.046320282825896
"139",0.139,139,0.0296392740470231
"140",0.14,140,0.0384631039786668
"141",0.141,141,0.0180217606254214
"142",0.142,142,-0.0482336539354525
"143",0.143,143,0.0406748001926252
"144",0.144,144,-0.00542895192810278
"145",0.145,145,0.0492859092381865
"146",0.146,146,0.0762539286986282
"147",0.147,147,0.0888607532204653
"148",0.148,148,0.0258323544305762
"149",0.149,149,0.0137166478182187
"150",0.15,150,-0.0176527679409255
"151",0.151,151,0.0473015339702346
"152",0.152,152,-0.00105373678425508
"153",0.153,153,-0.00219465796337321
"154",0.154,154,0.0217886051369524
"155",0.155,155,-0.0580824560584753
"156",0.156,156,-0.00142596163941302
"157",0.157,157,0.0506553843845607
"158",0.158,158,0.0103667274896007
"159",0.159,159,0.0155504447810741
"160",0.16,160,-0.0219810014065904
"161",0.161,161,0.00505959999014319
"162",0.162,162,0.0236945688848653
"163",0.163,163,0.0686556985737286
"164",0.164,164,-0.0557910015379352
"165",0.165,165,0.0904459159506635
