"","X","obs","Y"
"1",0.001,1,0.03427844697998
"2",0.002,2,0.00261685502860629
"3",0.003,3,-0.0819016418173331
"4",0.004,4,-0.00976800571133192
"5",0.005,5,-0.00903484132515779
"6",0.006,6,-0.000486524941634483
"7",0.007,7,0.106457827870953
"8",0.008,8,-0.0221164967131218
"9",0.009,9,0.0194480787685351
"10",0.01,10,-0.0543874800732743
"11",0.011,11,0.0699085998864966
"12",0.012,12,-0.0146186448188248
"13",0.013,13,-0.0661606901386343
"14",0.014,14,0.0277505605165963
"15",0.015,15,0.089074405468191
"16",0.016,16,0.0107398323415164
"17",0.017,17,0.106479838015432
"18",0.018,18,0.035377070178864
"19",0.019,19,0.0252323757435276
"20",0.02,20,0.112535465891542
"21",0.021,21,0.0194764344173649
"22",0.022,22,0.145752303404718
"23",0.023,23,0.0668786414164252
"24",0.024,24,0.0728576260949329
"25",0.025,25,-0.0145619983925473
"26",0.026,26,0.0666771341246089
"27",0.027,27,-0.00911965629922464
"28",0.028,28,0.0314901805350569
"29",0.029,29,0.0327953051945215
"30",0.03,30,-0.0145062605749808
"31",0.031,31,0.043173582859497
"32",0.032,32,-0.0460792054845357
"33",0.033,33,0.00354961762745184
"34",0.034,34,-0.0202092573212283
"35",0.035,35,-0.0837538294633022
"36",0.036,36,0.0776317417500375
"37",0.037,37,0.0934457532147717
"38",0.038,38,0.0416892623839636
"39",0.039,39,0.0726567921914772
"40",0.04,40,0.0053656234966814
"41",0.041,41,0.0467686771248244
"42",0.042,42,0.119409982980887
"43",0.043,43,-0.00447231699598102
"44",0.044,44,0.002522920810752
"45",0.045,45,0.0477004981557512
"46",0.046,46,0.0540278444108427
"47",0.047,47,0.0483053535397639
"48",0.048,48,0.0711954199813093
"49",0.049,49,0.0439065368922577
"50",0.05,50,0.0478911024104961
"51",0.051,51,0.0640783277560921
"52",0.052,52,0.123241503343944
"53",0.053,53,0.0254675570910854
"54",0.054,54,0.0702937894604349
"55",0.055,55,0.0258090954954213
"56",0.056,56,0.075997300021386
"57",0.057,57,0.144282590523796
"58",0.058,58,0.0980658941316439
"59",0.059,59,0.0990430664683642
"60",0.06,60,0.0511146033343746
"61",0.061,61,0.0834459923604923
"62",0.062,62,0.152333576317592
"63",0.063,63,0.0539535626995325
"64",0.064,64,0.0432101752416812
"65",0.065,65,0.0339886001054278
"66",0.066,66,0.0699696713055305
"67",0.067,67,0.0981556505449603
"68",0.068,68,0.0550976365247068
"69",0.069,69,0.0426525403450918
"70",0.07,70,0.0468337093579857
"71",0.071,71,0.0829142704745124
"72",0.072,72,0.095315168175761
"73",0.073,73,0.0416444995791419
"74",0.074,74,0.15323086485348
"75",0.075,75,0.079212677504344
"76",0.076,76,0.0285098653185029
"77",0.077,77,0.143643802294481
"78",0.078,78,0.0627762731098176
"79",0.079,79,0.137155106834703
"80",0.08,80,0.0665772512388338
"81",0.081,81,0.0476511762116078
"82",0.082,82,0.015302699668529
"83",0.083,83,0.0759576088937222
"84",0.084,84,0.041099266440539
"85",0.085,85,0.0829063576343766
"86",0.086,86,0.164424344422788
"87",0.087,87,0.12330315012615
"88",0.088,88,0.0116083782566612
"89",0.089,89,0.0766672285272535
"90",0.09,90,0.102123543467415
"91",0.091,91,0.0846887881108193
"92",0.092,92,0.0973509308709492
"93",0.093,93,0.137493963079321
"94",0.094,94,0.0756489497954713
"95",0.095,95,0.134619339662004
"96",0.096,96,0.147098056312243
"97",0.097,97,0.133286300045775
"98",0.098,98,0.0943590228956037
"99",0.099,99,0.00572915583178008
"100",10,100,0.117603236510656
"101",0.101,101,0.113584316179644
"102",0.102,102,0.228235596044807
"103",0.103,103,0.10081726236256
"104",0.104,104,0.114453909272915
"105",0.105,105,0.0981449046015757
"106",0.106,106,0.0807755746952368
"107",0.107,107,0.1430777827063
"108",0.108,108,0.0582213137050372
"109",0.109,109,0.0981365343564955
"110",0.11,110,0.10278306209622
"111",0.111,111,0.141298186600532
"112",0.112,112,0.0828753975022557
"113",0.113,113,0.0831095066122579
"114",0.114,114,0.116625295052428
"115",0.115,115,0.209414761135904
"116",0.116,116,0.111450210913676
"117",0.117,117,0.170055440570879
"118",0.118,118,0.156266470658512
"119",0.119,119,0.127691448918169
"120",0.12,120,0.0982310871401823
"121",0.121,121,0.126982364409862
"122",0.122,122,0.156585870481763
"123",0.123,123,0.0739520909004227
"124",0.124,124,0.159205455962712
"125",0.125,125,0.0665856881464763
"126",0.126,126,0.221741897960393
"127",0.127,127,0.188662908608523
"128",0.128,128,0.120468283056067
"129",0.129,129,0.0877786168518153
"130",0.13,130,0.128202774229729
"131",0.131,131,0.141970476932989
"132",0.132,132,0.112957860412862
"133",0.133,133,0.151548503435954
"134",0.134,134,0.0789239416841271
"135",0.135,135,0.120658507983694
"136",0.136,136,0.183897995119758
"137",0.137,137,0.0285744961754988
"138",0.138,138,0.0400994686199094
"139",0.139,139,0.111575864968898
"140",0.14,140,0.137818217879067
"141",0.141,141,0.142864459243067
"142",0.142,142,0.169475520613659
"143",0.143,143,0.116836112355801
"144",0.144,144,0.115171402529987
"145",0.145,145,0.192305633703196
